作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
004682,『三四郎』予告,『さんしろう』よこく,さんしろうよこく,,,,「東京朝日新聞」「大阪朝日新聞」1908（明治41）年8月19日,NDC 914,新字旧仮名,なし,4/19/2003,9/17/2014,https://www.aozora.gr.jp/cards/000148/card4682.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集　第十六巻,岩波書店,1995（平成7）年4月19日,1995（平成7）年4月19日,1995（平成7）年4月19日,,,,,,,,,,,,砂場清隆,小林繁雄,https://www.aozora.gr.jp/cards/000148/files/4682_ruby_9463.zip,3/31/2003,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/4682_9464.html,3/31/2003,ShiftJIS,JIS X 0208,0
001749,子規の画,しきのえ,しきのえ,,,,,NDC 914,旧字旧仮名,なし,10/11/2005,9/18/2014,https://www.aozora.gr.jp/cards/000148/card1749.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集　第十七巻,岩波書店,1957（昭和32）年1月12日,1979（昭和54）年8月8日第4刷,1957（昭和32）年1月12日第1刷,,,,,,,,,,,,山田豊,土屋隆,https://www.aozora.gr.jp/cards/000148/files/1749_ruby_19433.zip,9/29/2005,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/1749_19606.html,9/29/2005,ShiftJIS,JIS X 0208,0
000795,子規の画,しきのえ,しきのえ,,,,,NDC 914,新字新仮名,なし,5/12/1999,9/17/2014,https://www.aozora.gr.jp/cards/000148/card795.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,夏目漱石全集10,ちくま文庫、筑摩書房,1988（昭和63）年7月26日,,1996（平成8）年7月15日第5刷,筑摩全集類聚版夏目漱石全集,筑摩書房,1971（昭和46）年4月～1972（昭和47）年1月,,,,,,,,,柴田卓治,大野晋,https://www.aozora.gr.jp/cards/000148/files/795_ruby_1725.zip,6/3/2011,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000148/files/795_43522.html,6/3/2011,ShiftJIS,JIS X 0208,0
042297,「自然を写す文章」,「しぜんをうつすぶんしょう」,しせんをうつすふんしよう,,,,「新聲」1906（明治39）年11月1日号,NDC 914,旧字旧仮名,なし,1/28/2004,9/18/2014,https://www.aozora.gr.jp/cards/000148/card42297.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集　第三十四巻,岩波書店,1957（昭和32）年10月12日,1960（昭和35）年7月30日第3刷,1957（昭和32）年10月12日第1刷,,,,,,,,,,,,川向直樹,小林繁雄,https://www.aozora.gr.jp/cards/000148/files/42297_txt_14025.zip,12/13/2003,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/42297_14045.html,12/13/2003,ShiftJIS,JIS X 0208,0
000768,自転車日記,じてんしゃにっき,してんしやにつき,,,,,NDC 914,新字新仮名,なし,10/29/1999,9/17/2014,https://www.aozora.gr.jp/cards/000148/card768.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,夏目漱石全集10,ちくま文庫、筑摩書房,1988（昭和63）年7月26日,1988（昭和63）年7月26日第1刷,,筑摩全集類聚版夏目漱石全集,筑摩書房,1971（昭和46）年4月～1972（昭和47）年1月,,,,,,,,,柴田卓治,大野晋,https://www.aozora.gr.jp/cards/000148/files/768_ruby_2686.zip,2/26/2004,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000148/files/768_14947.html,2/26/2004,ShiftJIS,JIS X 0208,0
000796,写生文,しゃせいぶん,しやせいふん,,,,,NDC 901,新字新仮名,なし,9/15/1999,9/17/2014,https://www.aozora.gr.jp/cards/000148/card796.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,夏目漱石全集10,ちくま文庫、筑摩書房,1988（昭和63）年7月26日,,1996（平成8）年7月15日第5刷,筑摩全集類聚版夏目漱石全集,筑摩書房,1971（昭和46）年4月～1972（昭和47）年1月,,,,,,,,,柴田卓治,大野晋,https://www.aozora.gr.jp/cards/000148/files/796_ruby_2452.zip,6/18/2011,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000148/files/796_43612.html,6/18/2011,ShiftJIS,JIS X 0208,0
058277,従軍行,じゅうぐんこう,しゆうくんこう,,,,「帝國文學」 1904（明治37）年5月10日,NDC 911,旧字旧仮名,なし,1/5/2020,12/28/2019,https://www.aozora.gr.jp/cards/000148/card58277.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集　第十二卷　初期の文章及詩歌俳句,岩波書店,1967（昭和42）年3月30日,1967（昭和42）年3月30日,1967（昭和42）年3月30日,,,,,,,,,,,,フクポー,きゅうり,https://www.aozora.gr.jp/cards/000148/files/58277_ruby_69902.zip,12/27/2019,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/58277_69955.html,12/27/2019,ShiftJIS,JIS X 0208,0
001104,趣味の遺伝,しゅみのいでん,しゆみのいてん,,,,,NDC 913,新字新仮名,なし,9/11/2000,9/17/2014,https://www.aozora.gr.jp/cards/000148/card1104.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,夏目漱石全集2,ちくま文庫、筑摩書房,1987（昭和62）年10月27日,1987（昭和62）年10月27日第1刷,,筑摩全集類聚版夏目漱石全集,筑摩書房,1971（昭和46）年4月～1972（昭和47）年1月,,,,,,,,,柴田卓治,LUNA CAT,https://www.aozora.gr.jp/cards/000148/files/1104_ruby_4554.zip,2/26/2004,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000148/files/1104_14948.html,2/26/2004,ShiftJIS,JIS X 0208,0
000797,初秋の一日,しょしゅうのいちにち,しよしゆうのいちにち,,,,,NDC 914,新字新仮名,なし,5/12/1999,9/17/2014,https://www.aozora.gr.jp/cards/000148/card797.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,夏目漱石全集10,ちくま文庫、筑摩書房,1988（昭和63）年7月26日,,1996（平成8）年7月15日第5刷,筑摩全集類聚版夏目漱石全集,筑摩書房,1971（昭和46）年4月～1972（昭和47）年1月,,,,,,,,,柴田卓治,大野晋,https://www.aozora.gr.jp/cards/000148/files/797_ruby_1729.zip,6/3/2011,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000148/files/797_43523.html,6/3/2011,ShiftJIS,JIS X 0208,0
002680,処女作追懐談,しょじょさくついかいだん,しよしよさくついかいたん,,,,「文章世界」1908（明治41）年9月15日,NDC 914,新字新仮名,なし,5/27/2002,9/17/2014,https://www.aozora.gr.jp/cards/000148/card2680.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,筑摩全集類聚版　夏目漱石全集　10,筑摩書房,1972（昭和47）年1月10日,1972（昭和47）年1月10日第1刷,,,,,,,,,,,,,Nana ohbe,米田進,https://www.aozora.gr.jp/cards/000148/files/2680_ruby_6345.zip,5/11/2003,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000148/files/2680_10233.html,5/11/2003,ShiftJIS,JIS X 0208,2
000767,人生,じんせい,しんせい,,,,,NDC 914,新字旧仮名,なし,2/4/2000,9/17/2014,https://www.aozora.gr.jp/cards/000148/card767.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,現代日本文學大系　17　夏目漱石集（一）,筑摩書房,1968（昭和43）年10月25日,,,,,,,,,,,,,,柿澤早苗,伊藤時也,https://www.aozora.gr.jp/cards/000148/files/767_ruby_3256.zip,2/28/2004,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000148/files/767_14955.html,2/28/2004,ShiftJIS,JIS X 0208,0
002575,鈴木三重吉宛書簡―明治三十九年,すずきみえきちあてしょかん―めいじさんじゅうくねん,すすきみえきちあてしよかんめいしさんしゆうくねん,,,,,NDC 915,旧字旧仮名,なし,10/21/2002,9/17/2014,https://www.aozora.gr.jp/cards/000148/card2575.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集　第十八卷,漱石全集刊行会,1928（昭和3）年9月5日,,,,,,,,,,,,,,石塚一郎,柳沢成雄,https://www.aozora.gr.jp/cards/000148/files/2575_ruby_3992.zip,6/30/2006,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000148/files/2575_7069.html,6/30/2006,ShiftJIS,JIS X 0208,1
042320,西洋にはない,せいようにはない,せいようにはない,,,,「俳味」1911（明治44）年6月1日,NDC 914,旧字旧仮名,なし,10/16/2005,9/18/2014,https://www.aozora.gr.jp/cards/000148/card42320.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集 第三十四巻,岩波書店,1957（昭和32）年10月12日,1960（昭和35）年7月30日第3刷,1957（昭和32）年10月12日第1刷,,,,,,,,,,,,川向直樹,土屋隆,https://www.aozora.gr.jp/cards/000148/files/42320_ruby_19559.zip,9/29/2005,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/42320_19605.html,9/29/2005,ShiftJIS,JIS X 0208,0
002315,戦争からきた行き違い,せんそうからきたいきちがい,せんそうからきたいきちかい,,,,,NDC 914,新字新仮名,なし,9/9/1999,9/17/2014,https://www.aozora.gr.jp/cards/000148/card2315.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,硝子戸の中,角川文庫、角川書店,1954（昭和29）年6月10日,1994（平成6）年3月10日改版21版,1988（昭和63）年5月30日改版19版,,,,,,,,,,,,柴田卓治,しず,https://www.aozora.gr.jp/cards/000148/files/2315_ruby_2410.zip,11/21/2003,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000148/files/2315_13906.html,11/21/2003,ShiftJIS,JIS X 0208,0
001102,創作家の態度,そうさくかのたいど,そうさくかのたいと,,,,,NDC 914,新字新仮名,なし,8/24/2000,9/17/2014,https://www.aozora.gr.jp/cards/000148/card1102.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,夏目漱石全集10,ちくま文庫、筑摩書房,1988（昭和63）年7月26日,1988（昭和63）年7月26日第1刷,,筑摩全集類聚版夏目漱石全集,筑摩書房,1971（昭和46）年4月～1972（昭和47）年1月刊行,,,,,,,,,柴田卓治,大野晋,https://www.aozora.gr.jp/cards/000148/files/1102_ruby_4488.zip,2/28/2004,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000148/files/1102_14956.html,2/28/2004,ShiftJIS,JIS X 0208,0
056143,それから,それから,それから,,,,「東京朝日新聞」、「大阪朝日新聞」1909（明治42）年6月27日〜10月4日,NDC 913,新字新仮名,なし,8/30/2013,9/16/2014,https://www.aozora.gr.jp/cards/000148/card56143.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,それから,新潮文庫、新潮社,1948（昭和23）年11月30日、2010（平成22）年8月25日136刷改版,2013（平成25）年2月15日141刷,,,,,,,,,,,,,富田倫生,松永佳代,https://www.aozora.gr.jp/cards/000148/files/56143_ruby_50824.zip,6/13/2013,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/56143_50921.html,6/13/2013,ShiftJIS,JIS X 0208,0
001746,それから,それから,それから,,,,「東京朝日新聞」、「大阪朝日新聞」1909（明治42）年6月27日〜10月4日,NDC 913,新字旧仮名,なし,4/30/2005,9/18/2014,https://www.aozora.gr.jp/cards/000148/card1746.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集　第六巻,岩波書店,1994（平成6）年5月9日,1994（平成6）年5月9日,1994（平成6）年5月9日,,,,,,,,,,,,野口英司、Godot、oto,小林繁雄、門田裕志,https://www.aozora.gr.jp/cards/000148/files/1746_ruby_18324.zip,3/13/2013,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000148/files/1746_18325.html,3/13/2013,ShiftJIS,JIS X 0208,2
004681,『それから』予告,『それから』よこく,それからよこく,,,,「大阪朝日新聞」1909（明治42）年6月20日、「東京朝日新聞」1909（明治42）年6月21日,NDC 916,新字旧仮名,なし,4/19/2003,9/17/2014,https://www.aozora.gr.jp/cards/000148/card4681.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集　第十六巻,岩波書店,1995（平成7）年4月19日,1995（平成7）年4月19日,1995（平成7）年4月19日,,,,,,,,,,,,砂場清隆,小林繁雄,https://www.aozora.gr.jp/cards/000148/files/4681_ruby_9461.zip,3/31/2003,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/4681_9462.html,3/31/2003,ShiftJIS,JIS X 0208,0
002667,高浜虚子著『鶏頭』序,たかはまきょしちょ『けいとう』じょ,たかはまきよしちよけいとうしよ,,,,,NDC 913 914,新字新仮名,なし,5/27/2002,9/17/2014,https://www.aozora.gr.jp/cards/000148/card2667.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,筑摩全集類聚版　夏目漱石全集　10,筑摩書房,1972（昭和47）年1月10日,1972（昭和47）年1月10日第1刷,,,,,,,,,,,,,Nana ohbe,米田進,https://www.aozora.gr.jp/cards/000148/files/2667_ruby_6347.zip,5/11/2003,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000148/files/2667_6504.html,5/11/2003,ShiftJIS,JIS X 0208,1
002370,田山花袋君に答う,たやまかたいくんにこたう,たやまかたいくんにこたう,,,,,NDC 914,新字新仮名,なし,6/14/1999,9/17/2014,https://www.aozora.gr.jp/cards/000148/card2370.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,夏目漱石全集10,ちくま文庫、筑摩書房,1988（昭和63）年7月26日,1988（昭和63）年7月26日第1刷,,筑摩全集類聚版夏目漱石全集,筑摩書房,1971（昭和46）年4月～1972（昭和47）年1月刊行,,,,,,,,,柴田卓治,大野晋,https://www.aozora.gr.jp/cards/000148/files/2370_ruby_2080.zip,11/28/2003,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000148/files/2370_13941.html,11/28/2003,ShiftJIS,JIS X 0208,0
056900,「土」に就て,「つち」について,つちについて,,,,,NDC 914,旧字旧仮名,なし,12/5/2004,9/18/2014,https://www.aozora.gr.jp/cards/000148/card56900.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,長塚節名作選　一,春陽堂書店,1987（昭和62）年8月20日,1987（昭和62）年8月20日第1刷,1987（昭和62）年8月20日第1刷,土,春陽堂,1912（明治45）年5月15日,,,,,,,,,町野修三,小林繁雄,https://www.aozora.gr.jp/cards/000148/files/56900_ruby_53913.zip,6/29/2014,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000148/files/56900_53914.html,6/29/2014,ShiftJIS,JIS X 0208,1
002668,『土』に就て,『つち』について,つちについて,長塚節著『土』序,ながつかたかしちょ『つち』じょ,,,NDC 913 914,新字新仮名,なし,5/27/2002,9/17/2014,https://www.aozora.gr.jp/cards/000148/card2668.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,筑摩全集類聚版　夏目漱石全集　10,筑摩書房,1972（昭和47）年1月10日,1972（昭和47）年1月10日第1刷,,,,,,,,,,,,,Nana ohbe,米田進,https://www.aozora.gr.jp/cards/000148/files/2668_ruby_6349.zip,5/25/2003,ShiftJIS,JIS X 0208,1,https://www.aozora.gr.jp/cards/000148/files/2668_6505.html,5/25/2003,ShiftJIS,JIS X 0208,1
004686,艇長の遺書と中佐の詩,ていちょうのいしょとちゅうさのし,ていちようのいしよとちゆうさのし,,,,「東京朝日新聞　文芸欄」1910（明治43）年7月20日,NDC 914,新字旧仮名,なし,4/10/2003,9/17/2014,https://www.aozora.gr.jp/cards/000148/card4686.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集　第十六巻,岩波書店,1995（平成7）年4月19日,1995（平成7）年4月19日,1995（平成7）年4月19日,,,,,,,,,,,,砂場清隆,小林繁雄,https://www.aozora.gr.jp/cards/000148/files/4686_ruby_9477.zip,4/1/2003,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/4686_9478.html,4/1/2003,ShiftJIS,JIS X 0208,0
000798,手紙,てがみ,てかみ,,,,,NDC 913,新字新仮名,なし,9/9/1999,9/17/2014,https://www.aozora.gr.jp/cards/000148/card798.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,硝子戸の中,角川文庫、角川書店,1954（昭和29）年6月10日,1994（平成6）年3月10日改版21版,1988（昭和63）年5月30日改版19版,,,,,,,,,,,,柴田卓治,しず,https://www.aozora.gr.jp/cards/000148/files/798_ruby_2413.zip,9/9/2011,ShiftJIS,JIS X 0208,2,https://www.aozora.gr.jp/cards/000148/files/798_43613.html,9/9/2011,ShiftJIS,JIS X 0208,1
042156,『伝説の時代』序,『でんせつのじだい』じょ,てんせつのしたいしよ,,,,「傳説の時代」尚文堂、1913（大正2）年,NDC 164 914,旧字旧仮名,なし,8/7/2004,9/18/2014,https://www.aozora.gr.jp/cards/000148/card42156.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,ギリシア・ローマ神話,岩波文庫、岩波書店,1978（昭和53）年8月16日改版,1988（昭和63）年8月15日第17刷,1990（平成2）年2月15日第21刷,,,,,,,,,,,,鈴木厚司,kamille,https://www.aozora.gr.jp/cards/000148/files/42156_ruby_16023.zip,7/15/2004,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/42156_16098.html,7/15/2004,ShiftJIS,JIS X 0208,0
004672,点頭録,てんとうろく,てんとうろく,,,,,NDC 914,新字旧仮名,なし,2/1/2003,9/17/2014,https://www.aozora.gr.jp/cards/000148/card4672.html,000148,夏目,漱石,なつめ,そうせき,なつめ,そうせき,Natsume,Soseki,著者,1867-02-09,12/9/1916,なし,漱石全集　第十六巻,岩波書店,1995（平成7）年4月19日,1995（平成7）年4月19日,1995（平成7）年4月19日,,,,,,,,,,,,砂場清隆,小林繁雄,https://www.aozora.gr.jp/cards/000148/files/4672_ruby_8553.zip,1/30/2003,ShiftJIS,JIS X 0208,0,https://www.aozora.gr.jp/cards/000148/files/4672_8593.html,1/29/2003,ShiftJIS,JIS X 0208,0
